Date,Transaction ID,Vendor ID,Vendor Name,Vendor Email,Amount,Details,Tax%,Tax Amount,Discount%,Discount Amount
02/10/2018 00:00:00,714042415,3108126,Raymond C. Jones,BitSir@mailinator.com,10096,"""Item4:1:300,Item5:1:300""",18,1817.28,,
02/11/2018 00:00:00,714042416,3108127,Isabel M. Chase,ClueMumbler@mailinator.com,10097,"""Item2:4:100,Item4:1:600""",18,1817.46,,
02/13/2018 00:00:00,714042418,3108129,Mark G. Ferguson,DinkleBoy@mailinator.com,10099,"""Item2:4:100,Item3:1:600""",18,1817.82,,
02/14/2018 00:00:00,714042419,3108130,Ruth P. Thompson,SugarBummer@mailinator.com,10100,"""Item9:5:50,Item4:3:150""",18,1818,,
02/15/2018 00:00:00,714042420,3101102,Gabriel J. Austin,RottenThunder@mailinator.com,10101,"""Item1:2:200,Item2:2:300""",18,1818.18,,
02/16/2018 00:00:00,714042421,3101101,Denise J. McClure,ShabbyMouse@mailinator.com,10102,"""Item4:1:300,Item5:1:300""",18,1818.36,,
02/17/2018 00:00:00,714042422,3103100,Crystal J. Smith,PunchyHoneybee@mailinator.com,10103,"""Item2:4:100,Item4:1:600""",18,1818.54,,
02/18/2018 00:00:00,714042423,3108122,Leon G. Heard,RottenKidder@mailinator.com,10104,"""Item7:3:75,Item2:1:350""",18,1818.72,,
02/19/2018 00:00:00,714042424,3108123,Lila C. Barrera,FragrantCat@mailinator.com,10105,"""Item2:4:100,Item3:1:600""",18,1818.9,,
02/20/2018 00:00:00,714042425,3108124,Norbert R. Bloomfield,ThumbBubbles@mailinator.com,10106,"""Item9:5:50,Item4:3:150""",18,1819.08,,
02/21/2018 00:00:00,714042426,3108125,Eleanor J. Mosqueda,RhymeStick@mailinator.com,10107,"""Item1:2:200,Item2:2:300""",18,1819.26,,
02/22/2018 00:00:00,714042427,3108126,Raymond C. Jones,BitSir@mailinator.com,10108,"""Item4:1:300,Item5:1:300""",18,1819.44,,
02/23/2018 00:00:00,714042428,3108127,Isabel M. Chase,ClueMumbler@mailinator.com,10109,"""Item2:4:100,Item4:1:600""",18,1819.62,,
02/24/2018 00:00:00,714042429,3108128,Sherry C. Davis,RottenThunder@mailinator.com,10110,"""Item7:3:75,Item2:1:350""",18,1819.8,,
02/25/2018 00:00:00,714042430,3108129,Mark G. Ferguson,DinkleBoy@mailinator.com,10111,"""Item2:4:100,Item3:1:600""",18,1819.98,,
02/26/2018 00:00:00,714042431,3108130,Ruth P. Thompson,SugarBummer@mailinator.com,10112,"""Item9:5:50,Item4:3:150""",18,1820.16,,
02/28/2018 00:00:00,714042433,3101101,Denise J. McClure,ShabbyMouse@mailinator.com,10114,"""Item4:1:300,Item5:1:300""",18,1820.52,,
03/01/2018 00:00:00,714042434,3103100,Crystal J. Smith,PunchyHoneybee@mailinator.com,10115,"""Item2:4:100,Item4:1:600""",18,1820.7,,
03/02/2018 00:00:00,714042435,3108122,Leon G. Heard,RottenKidder@mailinator.com,10116,"""Item7:3:75,Item2:1:350""",18,1820.88,,
03/03/2018 00:00:00,714042436,3108123,Lila C. Barrera,FragrantCat@mailinator.com,10117,"""Item2:4:100,Item3:1:600""",18,1821.06,,
03/04/2018 00:00:00,714042437,3108124,Norbert R. Bloomfield,ThumbBubbles@mailinator.com,10118,"""Item9:5:50,Item4:3:150""",18,1821.24,,
03/06/2018 00:00:00,714042439,3108126,Raymond C. Jones,BitSir@mailinator.com,10120,"""Item4:1:300,Item5:1:300""",18,1821.6,,
03/07/2018 00:00:00,714042440,3108127,Isabel M. Chase,ClueMumbler@mailinator.com,10121,"""Item2:4:100,Item4:1:600""",18,1821.78,,
03/10/2018 00:00:00,714042443,3108130,Ruth P. Thompson,SugarBummer@mailinator.com,10124,"""Item9:5:50,Item4:3:150""",18,1822.32,,
03/14/2018 00:00:00,714042447,3108122,Leon G. Heard,RottenKidder@mailinator.com,10128,"""Item7:3:75,Item2:1:350""",18,1823.04,,
03/15/2018 00:00:00,714042448,3108123,Lila C. Barrera,FragrantCat@mailinator.com,10129,"""Item2:4:100,Item3:1:600""",18,1823.22,,
03/16/2018 00:00:00,714042449,3108124,Norbert R. Bloomfield,ThumbBubbles@mailinator.com,10130,"""Item9:5:50,Item4:3:150""",18,1823.4,,
03/18/2018 00:00:00,714042451,3108126,Raymond C. Jones,BitSir@mailinator.com,10132,"""Item4:1:300,Item5:1:300""",18,1823.76,,
03/19/2018 00:00:00,714042452,3108127,Isabel M. Chase,ClueMumbler@mailinator.com,10133,"""Item2:4:100,Item4:1:600""",18,1823.94,,
03/20/2018 00:00:00,714042453,3108128,Sherry C. Davis,RottenThunder@mailinator.com,10134,"""Item7:3:75,Item2:1:350""",18,1824.12,,
03/22/2018 00:00:00,714042455,3108130,Ruth P. Thompson,SugarBummer@mailinator.com,10136,"""Item9:5:50,Item4:3:150""",18,1824.48,,
03/23/2018 00:00:00,714042456,3101102,Gabriel J. Austin,RottenThunder@mailinator.com,10137,"""Item1:2:200,Item2:2:300""",18,1824.66,,
03/24/2018 00:00:00,714042457,3101101,Denise J. McClure,ShabbyMouse@mailinator.com,10138,"""Item4:1:300,Item5:1:300""",18,1824.84,,
03/26/2018 00:00:00,714042459,3108122,Leon G. Heard,RottenKidder@mailinator.com,10140,"""Item7:3:75,Item2:1:350""",18,1825.2,,
03/27/2018 00:00:00,714042460,3108123,Lila C. Barrera,FragrantCat@mailinator.com,10141,"""Item2:4:100,Item3:1:600""",18,1825.38,,
03/28/2018 00:00:00,714042461,3108124,Norbert R. Bloomfield,ThumbBubbles@mailinator.com,10142,"""Item9:5:50,Item4:3:150""",18,1825.56,,
03/29/2018 00:00:00,714042462,3108125,Eleanor J. Mosqueda,RhymeStick@mailinator.com,10143,"""Item1:2:200,Item2:2:300""",18,1825.74,,
03/30/2018 00:00:00,714042463,3108126,Raymond C. Jones,BitSir@mailinator.com,10144,"""Item4:1:300,Item5:1:300""",18,1825.92,,
03/31/2018 00:00:00,714042464,3108127,Isabel M. Chase,ClueMumbler@mailinator.com,10145,"""Item2:4:100,Item4:1:600""",18,1826.1,,
04/01/2018 00:00:00,714042465,3108128,Sherry C. Davis,RottenThunder@mailinator.com,10146,"""Item7:3:75,Item2:1:350""",18,1826.28,,
04/03/2018 00:00:00,714042467,3108130,Ruth P. Thompson,SugarBummer@mailinator.com,10148,"""Item9:5:50,Item4:3:150""",18,1826.64,,
04/04/2018 00:00:00,714042468,3101102,Gabriel J. Austin,RottenThunder@mailinator.com,10149,"""Item1:2:200,Item2:2:300""",18,1826.82,,
04/05/2018 00:00:00,714042469,3101101,Denise J. McClure,ShabbyMouse@mailinator.com,10150,"""Item4:1:300,Item5:1:300""",18,1827,,
04/06/2018 00:00:00,714042470,3103100,Crystal J. Smith,PunchyHoneybee@mailinator.com,10151,"""Item2:4:100,Item4:1:600""",18,1827.18,,
04/07/2018 00:00:00,714042471,3108122,Leon G. Heard,RottenKidder@mailinator.com,10152,"""Item7:3:75,Item2:1:350""",18,1827.36,,
04/08/2018 00:00:00,714042472,3108123,Lila C. Barrera,FragrantCat@mailinator.com,10153,"""Item2:4:100,Item3:1:600""",18,1827.54,,
04/09/2018 00:00:00,714042473,3108124,Norbert R. Bloomfield,ThumbBubbles@mailinator.com,10154,"""Item9:5:50,Item4:3:150""",18,1827.72,,
04/11/2018 00:00:00,714042475,3108126,Raymond C. Jones,BitSir@mailinator.com,10156,"""Item4:1:300,Item5:1:300""",18,1828.08,,
04/12/2018 00:00:00,714042476,3108127,Isabel M. Chase,ClueMumbler@mailinator.com,10157,"""Item2:4:100,Item4:1:600""",18,1828.26,,
04/13/2018 00:00:00,714042477,3108128,Sherry C. Davis,RottenThunder@mailinator.com,10158,"""Item7:3:75,Item2:1:350""",18,1828.44,,
04/15/2018 00:00:00,714042479,3108130,Ruth P. Thompson,SugarBummer@mailinator.com,10160,"""Item9:5:50,Item4:3:150""",18,1828.8,,
04/19/2018 00:00:00,714042483,3108122,Leon G. Heard,RottenKidder@mailinator.com,10164,"""Item7:3:75,Item2:1:350""",18,1829.52,,
04/21/2018 00:00:00,714042485,3108124,Norbert R. Bloomfield,ThumbBubbles@mailinator.com,10166,"""Item9:5:50,Item4:3:150""",18,1829.88,,
04/22/2018 00:00:00,714042486,3108125,Eleanor J. Mosqueda,RhymeStick@mailinator.com,10167,"""Item1:2:200,Item2:2:300""",18,1830.06,,
04/24/2018 00:00:00,714042488,3108127,Isabel M. Chase,ClueMumbler@mailinator.com,10169,"""Item2:4:100,Item4:1:600""",18,1830.42,,
04/26/2018 00:00:00,714042490,3108129,Mark G. Ferguson,DinkleBoy@mailinator.com,10171,"""Item2:4:100,Item3:1:600""",18,1830.78,,
04/27/2018 00:00:00,714042491,3108130,Ruth P. Thompson,SugarBummer@mailinator.com,10172,"""Item9:5:50,Item4:3:150""",18,1830.96,,
